sentence	label
What is `` the washed vodka '' ?	0
What piano company claims its product is the `` Instrument of the immortals '' ?	3
What are Bellworts ?	0
What was Mae West 's last film ?	1
What state in the United States covers the largest area ?	4
Where are zebras most likely found ?	4
What are the seven virtues ?	0
Who first broke the sound barrier ?	3
Who domesticated the wild turkey ?	3
Name an art gallery in New York .	4
What does NASDAQ stand for ?	2
Who created the Fantastic Four , Hulk , and Thor ?	3
What is hypnotherapy ?	0
What is a `` node '' in computer terms ?	0
Name the blind sculptress in love with the Fantastic Four 's Thing .	3
What is a fear of stings ?	1
Which type of soda has the greatest amount of caffeine ?	1
Who was the first jockey to ride two Triple Crown winners ?	3
What is Compaq 's mission statement ?	0
What is a multiplexer ?	0
What were the last names of gangsters Bonnie and Clyde ?	3
What 's the term for any four-sided figure ?	1
How do you use an intranet ?	0
Why are there olives in martinis ?	0
How do you find out what is allowed to claim as a contibution for income tax purposes ?	0
What is `` snoogans '' ?	0
Who was the 1st U.S. President ?	3
What 's the highest-ranking suit in bridge ?	1
What is the best Internet business to go into ?	3
What is the all-time stock high of Apple Computer , and where can I find this information ?	5
What does A&W of root beer fame stand for ?	2
Who are the two sons of Ozzie and Harriet Nelson ?	3
What TV sitcom character had the maiden name Ethel Potter ?	3
Where is Tufts University ?	4
Where was Richard Nixon when Gerald Ford became president ?	4
What causes a person to have constantly sweaty hands and feet ?	0
What causes someone to be ticklish ?	0
Which police department made the all-time biggest cocaine bust in Ventura County ?	3
How many tenths of the Earth 's surface lie under water ?	5
What corporation does Madonna advertise for ?	3
What is the protection rate of using condoms ?	5
Where did the name root beer come from ?	0
In which Kevin Costner movie did Sioux Indians play a role ?	1
Why are the rooftops in Canada green ?	0
Who portrayed the title character in the film The Day of the Jackal ?	3
What is a glory hole ?	0
What 's the official animal of Canada ?	1
How long was Mao 's 1930s Long March ?	5
What kind of science is cosmology ?	1
What beer 's name is translated as `` lion brew '' ?	1
What 's the name of a golf course in Myrtle Beach ?	1
Who spoke the only word in Mel Brooks 's Silent Movie ?	3
How do you clean up a cache ?	0
What are the major companies that are part of Dow Jones ?	3
How many astronauts have been on the moon ?	5
How can I get some free technical information on Electric Vehicle ?	0
What is a plant supplement ?	0
What is the abbreviation of General Motors ?	2
What was the U.S. highway death toll in 1969 ?	5
What is 55 times sweeter than cane sugar ?	1
How long is human gestation ?	5
How can anyone tell if a female had sexual intercourse ?	0
How would someone go about becoming an organ donor ?	0
Who wrote the Bible ?	3
Why are the U.S. presidential elections held in November ?	0
Who leads the star ship Enterprise in Star Trek ?	3
What color tennis balls are used at Wimbledon ?	1
What poet wrote : `` ... I have promises to keep , and miles to go before I sleep '' ?	3
How many John Deere tractors have been manufactured ?	5
How do you write MLA style bibliographies for an Internet source ?	0
What country will hit the year 2 first ?	4
What was Nine Tailors , the television show from 1974 , about ?	0
What is the goat population of the world ?	5
What is Columbia Tristar 's phone number ?	5
What incident of 1933 did the German Nazis use to justify emergency decrees , imprisoning opponents and vesting more power in themselves ?	1
Who was the star of the 1965 Broadway hit Golden Boy ?	3
Which high schools are included in the South Florida Ice Hockey league ?	3
What are some science fair projects for 8th graders ?	1
How many thousands of students attend the University of Massachusetts ?	5
How many people were executed for Abraham Lincoln 's assassination ?	5
Name a band which was famous in the 1960 's .	3
What are the shoe sizes of O 'Neal , Jordan , and Mutombo , the NBA players ?	5
What is meant by `` capital market '' ?	0
Which Bourbon king was restored to the French throne during Napoleon 's abdication ?	3
What direction do most baseball pitchers pitch toward ?	4
Who created the character of Scrooge ?	3
What country contains the westernmost point in South America ?	4
What country is the setting for Edgar Allan Poe 's The Pit and the Pendulum ?	4
What are the two largest birds on earth ?	1
What company uses the unfamiliar faces of its celebrity spokespeople to promote the use of its product ?	3
What is the name of the Indian who became prime minister by beating Mrs. Gandhi in the 1977 election ?	3
Who was President of Afghanistan in 1994 ?	3
What makes a tornado turn ?	0
Who 's baby was Sweet Pea on the Popeye cartoon ?	3
What is the name of the vaccine for chicken pox ?	1
What is narcolepsy ?	0
What good are mosquitoes ?	0
What 's the most common name in nursery rhymes ?	3
What chemicals are used in lethal injection ?	1
What makes popcorn pop ?	0
What is cache memory ?	0
Who replies `` I know '' to Princess Leia 's confession `` I love you '' in The Empire Strikes Back ?	3
Who invented the game bowling ?	3
What does Nicholas Cage do for a living ?	3
What is agent orange ?	0
What kind of habitat does the scorpion live in ?	4
What does storm wave mean in Japanese ?	0
What is the highest waterfall in the United States ?	4
What author of the Days of Our Lives Cookbook signed on in 198 as Liz Chandler in TV 's Days of Our Lives ?	3
What are some of Australia 's native flora ?	1
How much money does the Sultan of Brunei have ?	5
What is November 's birthstone ?	1
When did the Bounty mutiny take place ?	5
What does `` saute '' mean ?	0
Which country did Hitler rule ?	4
How can I look up someone 's E-mail address on the Internet ?	0
Who was the first host of Person to Person ?	3
What 's the most popular form of gambling with women in Las Vegas ?	1
What nationality is a Sicilian ?	4
Who is the only prime minister of Canada to serve 22 years but not necessarily consecutively ?	3
How can I find out my Moon sign ?	0
When will the millennium officially begin ?	5
What 's the meaning of the zoological term ruminant ?	0
What is the origin of the word `` tampon '' ?	0
What international sport was originally called hurley ?	1
What is e-commerce ?	0
Where is the Smithsonian Institute located ?	4
What TV game show once saw a contestant admit to picking his toes in the shower ?	1
When was the first practical commercial typewriter marketed ?	5
Whose funeral train traveled from Washington D.C. to Springfield , Illinois ?	3
What is the West Virginia state animal ?	1
What excuse did the NATO people give for hitting the Chinese embassy ?	0
When did swimming become commonplace ?	5
What revelation did Alexander Butterfield make to the Senate Watergate committee ?	0
What are Fortune 500 companies ?	0
Where do the Grimace and Mayor McCheese live ?	4
What does e=mc2 mean ?	0
How many points is a disk in the center hole worth in Crokinole ?	5
Who portrayed Renaud in Casablanca ?	3
What kind of creatures are black , yellow , and brown bullheads ?	1
What was the name of the US helicopter pilot shot down over North Korea ?	3
What is a fear of odors , body , ?	1
What drink is made up of rum , coconut milk and pineapple ?	1
How many innings are there in a regulation softball game ?	5
What is one of the languages spoken by the Sioux called ?	1
How does the Nintendo `` Zapper '' work ?	0
Which magazine is `` fine entertainment for men '' ?	1
What do flatfish eat ?	1
How many minutes were there on the original GE College Bowl clock ?	5
What is the 401 , K , plan ?	0
What does each of the utilities cost in Monopoly ?	5
Name the tree growing company .	3
What is an aurora ?	0
What French designer declared : `` The jean is the destructor ! It is a dictator ! It is destroying creativity. The jean must be stopped ! '' ?	3
When did Nixon die ?	5
What is a meerkat ?	0
When was the Berlin Wall erected ?	5
What country is home to Heineken beer ?	4
What is the latitude and longitude of El Paso , Texas ?	5
What mountain range extends from the Gulf of St. Lawrence to Alabama ?	4
What does JESSICA mean ?	2
Where can I look at a perpetual calendar ?	4
What city is near the mouth of the Amazon ?	4
What was the Great Britain population from 1699-172 ?	5
What is the Amish religion ?	0
What are the main blood vessels ?	1
Why did the Anglican church split from the Vatican ?	0
What is the difference between molecules and compounds ?	0
What does the number 33 on the Rolling Rock beer bottle mean ?	0
What is the dialogue circle in cartoons called ?	1
What beer tells us , `` Grab all the gusto you can get . '' ?	1
What do the letters CE stand for on so many products , particularly electrical , purchased now ?	2
How many mines can still be found in the Falklands after the war ended ?	5
What is witch hazel ?	0
How much did Manchester United spend on players in 1993 ?	5
What 's the name of the tiger that advertises for Frosted Flakes cereal ?	1
What is the longest-running television series ?	1
What is Drew Barrymore 's middle name ?	3
What is idealab ! ?	0
What is damage to business and government caused by bureaucracy ?	1
What poem contains the line , `` grow old with me the best is yet to be '' .	1
What are birds descendents of ?	1
How many spears are there on Kenya 's flag ?	5
What is a `` False Moon '' ?	0
Which soft drink does Madonna advertise for ?	1
What are the developmental stages of a swimmer ?	1
Where does the U.S. rank among world countries in area ?	5
What nation boarders Mozambique ?	4
What sea surrounds the Cayman Islands ?	4
